sidhu@sidhu:~$ ps aux
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         333  0.0  0.0      0     0 ?        I<   21:38   0:00 [kworke
root         349  0.0  0.1  30412  8528 ?        Ss   21:38   0:00 /usr/li
systemd+     392  0.0  0.1  17556  7552 ?        Ss   21:38   0:01 /usr/li
root         397  0.0  0.0      0     0 ?        S    21:38   0:00 [psimon
systemd+     399  0.0  0.2  21580 12928 ?        Ss   21:38   0:00 /usr/li
root         651  0.0  0.0      0     0 ?        I<   21:38   0:00 [kworke
root         691  0.0  0.0      0     0 ?        I<   21:38   0:00 [kworke
systemd+     849  0.0  0.1  91044  7680 ?        Ssl  21:38   0:00 /usr/li
avahi        879  0.0  0.0   8664  4480 ?        Ss   21:38   0:00 avahi-d
message+     880  0.0  0.1  12160  7040 ?        Ss   21:38   0:02 @dbus-d
gnome-r+     883  0.0  0.3 439072 16044 ?        Ssl  21:38   0:00 /usr/li
polkitd      891  0.0  0.2 399432 11912 ?        Ssl  21:38   0:00 /usr/li
root         896  0.0  0.1 322044  7040 ?        Ssl  21:38   0:00 /usr/li
root         903  0.0  0.6 1468648 30828 ?       Ssl  21:38   0:01 /usr/li
root         904  0.0  0.1 321960  7512 ?        Ssl  21:38   0:00 /usr/li
root         905  0.0  0.0  18092  2816 ?        Ss   21:38   0:00 /usr/sb
root         906  0.0  0.1 318492  6912 ?        Ssl  21:38   0:00 /usr/li
root         911  0.0  0.1  18136  8576 ?        Ss   21:38   0:00 /usr/li
root         915  0.0  0.2 469356 13872 ?        Ssl  21:38   0:00 /usr/li
root         934  0.0  0.3 345152 19264 ?        Ssl  21:38   0:00 /usr/sb
avahi        935  0.0  0.0   8476  1420 ?        S    21:38   0:00 avahi-d
root         937  0.0  0.1  17376  6272 ?        Ss   21:38   0:00 /usr/sb
syslog       958  0.0  0.1 222564  5888 ?        Ssl  21:38   0:00 /usr/sb
root         961  0.0  0.0      0     0 ?        I    21:38   0:00 [kworke
